Time (mins),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH)
-14.483,50.879,50.028,54.777,59.343,44.133,37.059,43.907,44.389,23.451,77.398,26.019,35.944,42.170,41.824,65.536,66.467,43.392,35.947,39.011,41.692,45.151,46.501,48.396,50.003,48.688,49.303,50.664,50.569,60.938,63.735,72.481,93.958,90.516,80.657,88.225,52.604,61.725,51.228,48.637,45.507,48.634,49.564,43.983,43.320,43.066,44.419,44.091,43.995,44.220,48.516,55.204,28.567,38.381,7.331,35.980,22.122,47.142,33.717,,51.851,51.519,51.359,55.243,53.410,56.360,,,,,,,,,,93.784,,99.241,75.319,50.961,51.741,49.336,54.411,44.439,53.245,46.435,44.698,43.846,44.791,46.676,44.838,48.955,45.091,56.064,7.078,2.666,3.347,12.172,16.174,56.387,56.073,54.531,51.835,54.576,50.675,46.633,48.584,51.197,73.956,51.901,47.193,42.714,85.949,82.094,44.324,46.519,28.758
-14.467,47.179,49.553,53.637,58.896,41.848,35.221,42.392,43.523,17.059,78.910,25.513,36.044,41.191,39.346,66.657,69.964,45.908,38.381,41.806,42.695,47.140,46.361,48.422,50.265,47.513,49.312,49.695,50.734,60.602,63.263,72.203,91.109,88.644,79.847,86.860,52.627,62.192,51.892,47.913,45.637,46.375,48.510,42.989,42.263,41.825,43.390,42.164,44.267,48.933,47.751,50.924,29.859,39.483,8.775,38.123,24.860,48.985,35.927,,51.236,50.153,50.155,52.703,51.990,53.896,,,,,,,,,,93.386,,99.806,75.765,48.906,53.617,51.873,53.230,43.129,52.388,44.883,42.083,42.073,42.499,45.305,44.229,48.145,44.844,50.004,9.143,3.578,4.455,13.938,19.394,55.281,54.396,55.366,51.216,53.517,50.165,48.002,49.442,50.408,73.802,51.870,46.885,42.412,82.802,81.591,44.304,46.876,28.633
-14.450,51.953,49.690,53.914,59.614,40.548,33.257,38.978,39.237,23.199,68.302,33.259,51.769,55.425,50.203,66.732,71.490,48.667,40.247,44.466,44.745,48.832,46.967,50.180,52.244,50.040,51.442,52.450,52.555,60.435,63.069,71.797,92.806,88.743,78.044,87.341,53.856,62.848,51.544,48.779,46.965,49.746,50.132,38.337,36.972,38.233,39.946,53.729,58.761,59.513,58.251,62.303,30.886,40.342,9.648,39.051,25.582,50.103,37.240,,53.250,52.959,52.992,57.798,56.016,58.872,,,,,,,,,,91.824,,98.869,75.608,51.804,50.667,49.940,54.737,38.776,49.326,39.623,38.427,38.328,38.782,38.726,39.213,45.251,39.812,64.207,9.791,3.419,4.663,13.875,19.608,58.638,58.642,59.212,54.256,57.156,51.668,49.371,51.040,51.500,73.563,51.556,47.254,42.381,82.697,81.639,44.225,46.678,28.903
-14.433,51.315,50.769,55.014,59.738,43.902,36.810,43.939,44.569,22.922,73.209,28.255,50.156,49.664,46.513,67.004,72.266,49.042,40.298,44.727,44.868,49.963,44.974,46.803,48.129,44.506,46.991,47.479,47.902,60.503,63.045,71.938,92.250,89.011,78.724,85.324,54.488,63.029,52.217,49.801,48.488,50.798,51.627,43.807,42.872,43.971,45.902,48.221,55.005,56.485,53.025,56.715,31.063,40.625,9.867,39.559,26.167,50.333,37.575,,49.186,48.665,47.977,51.793,50.971,52.261,,,,,,,,,,93.260,,99.864,75.121,51.148,50.111,47.688,55.389,45.255,53.697,47.165,43.487,45.075,45.260,47.258,46.705,50.070,46.756,56.649,10.006,3.393,4.733,14.167,20.441,53.504,55.385,54.476,51.803,52.466,49.050,48.916,49.779,51.413,73.317,51.366,47.014,42.519,82.434,80.991,44.274,46.374,28.501
-14.417,54.344,50.860,54.771,59.937,40.583,31.622,35.751,35.383,24.303,65.457,36.565,58.283,56.808,52.395,65.821,64.146,42.247,35.694,38.923,42.928,45.845,45.062,47.121,49.602,46.385,47.952,48.534,48.340,60.399,62.804,71.554,91.360,88.152,78.421,85.297,55.105,63.462,52.830,49.009,49.139,48.173,51.645,34.401,33.466,35.357,35.671,55.191,62.696,64.786,59.822,63.698,30.380,39.388,6.816,36.627,22.905,50.511,34.154,,50.828,50.009,48.942,52.850,51.994,56.406,,,,,,,,,,92.653,,98.627,74.608,53.415,47.178,45.928,56.468,35.678,45.569,35.880,34.085,34.053,34.061,35.659,33.562,40.748,35.506,66.582,9.748,2.252,3.215,13.664,16.484,56.371,56.454,55.710,52.676,54.972,50.248,48.184,49.816,50.896,73.503,51.368,47.180,42.455,82.493,79.568,44.127,46.548,28.484
-14.400,44.832,48.649,53.159,58.646,42.989,35.290,38.396,36.556,25.023,74.267,29.886,50.555,48.594,45.650,65.586,65.171,40.609,34.327,37.397,39.713,43.098,45.263,47.715,48.518,46.021,47.471,48.314,48.764,60.127,63.091,72.229,91.602,88.624,79.153,86.336,51.279,61.718,50.239,47.284,45.946,43.692,46.377,36.491,35.862,36.281,38.210,46.815,51.026,56.022,52.677,55.624,27.772,38.014,5.442,33.980,19.534,45.681,30.999,,50.359,49.882,49.088,51.995,50.744,54.630,,,,,,,,,,94.543,,99.231,74.666,47.051,55.443,52.901,52.145,36.676,47.831,38.644,35.520,36.147,35.890,37.162,36.406,42.215,37.644,57.014,6.151,1.450,1.514,11.308,10.879,53.288,53.745,54.745,51.272,55.041,49.103,47.093,49.501,51.772,74.135,51.826,46.816,42.338,83.157,83.082,44.407,46.493,28.635
-14.383,51.113,49.694,54.733,59.189,41.780,33.201,34.681,34.793,31.200,63.898,38.409,54.813,52.730,51.170,66.562,66.089,46.117,39.984,41.643,48.008,50.402,46.609,48.761,49.564,47.928,50.657,51.563,51.464,60.483,63.337,72.275,93.480,89.801,78.144,86.391,53.656,62.554,51.624,48.852,46.788,48.665,49.777,34.173,34.134,34.568,35.509,53.088,57.315,58.936,58.179,59.883,35.964,41.690,10.006,40.496,27.491,55.418,37.917,,52.835,51.602,51.769,55.063,54.193,56.068,,,,,,,,,,94.950,,,75.524,49.963,52.378,50.102,54.241,35.092,46.349,35.482,34.366,33.720,34.348,34.868,34.279,41.648,36.170,61.597,15.815,5.325,6.184,18.459,22.995,57.247,57.323,56.547,53.639,56.659,51.571,49.541,51.589,52.971,73.645,51.404,47.205,42.484,83.392,83.111,44.328,46.734,28.604
-14.367,49.699,50.065,53.941,59.450,46.572,39.427,40.205,39.054,41.101,50.330,51.559,60.824,58.637,58.884,65.129,61.612,37.920,32.438,35.418,38.554,42.181,44.129,47.734,49.330,46.251,48.138,48.010,48.882,60.481,63.473,72.623,92.527,88.454,79.409,85.882,54.529,63.218,52.555,49.856,48.147,48.673,49.433,38.294,38.422,38.369,40.065,61.488,64.744,65.496,68.450,69.258,27.871,36.607,4.487,33.959,19.874,47.850,31.225,,49.082,48.693,48.150,51.797,50.955,53.271,,,,,,,,,,92.849,,99.232,75.002,51.587,51.058,48.769,54.771,38.804,49.418,41.142,38.263,39.875,40.872,41.141,40.828,46.517,42.337,70.554,7.884,1.837,1.969,12.302,15.157,53.690,53.633,55.491,51.693,55.582,48.920,47.794,50.997,51.727,73.357,51.548,47.198,42.417,84.299,81.872,44.146,46.552,28.596
-14.350,48.223,49.783,53.856,59.381,41.697,32.895,35.791,34.511,44.878,47.663,51.378,65.879,58.532,57.833,64.090,56.050,32.370,28.338,31.277,35.289,38.047,46.044,48.535,49.535,47.376,49.310,50.204,50.003,60.304,62.929,71.497,90.860,87.668,78.632,86.024,55.149,62.818,53.454,49.302,48.199,51.608,50.986,33.857,33.473,33.838,35.117,61.654,67.411,72.025,66.244,64.267,25.211,34.370,2.023,30.604,17.142,44.619,28.053,,51.558,49.911,49.488,54.537,52.038,55.632,,,,,,,,,,92.776,,98.909,75.080,51.824,50.566,49.249,55.060,35.087,45.347,35.572,33.160,33.570,33.659,35.048,35.457,40.498,37.435,66.642,5.949,0.893,0.975,11.161,14.834,55.828,56.242,56.603,52.557,54.212,50.918,49.885,51.124,51.305,73.151,51.181,47.052,42.533,82.650,82.278,44.397,46.302,28.405
-14.333,54.024,50.687,55.244,60.058,40.851,33.297,38.694,39.301,42.785,62.167,41.812,57.031,47.647,46.041,65.308,65.266,41.097,35.651,39.133,41.921,45.623,47.209,49.608,50.117,48.646,50.888,51.665,51.516,59.763,62.480,71.138,89.554,88.582,78.586,85.766,56.207,63.752,52.481,51.914,50.645,50.844,53.834,39.251,37.456,37.700,39.704,48.102,53.485,60.440,50.411,49.230,30.016,38.053,6.827,37.038,24.038,49.824,34.669,,52.826,51.156,51.711,56.113,54.131,56.991,,,,,,,,,,92.884,,98.006,74.503,53.035,48.128,46.995,56.738,39.526,50.423,40.912,38.727,39.432,39.957,40.883,39.170,46.586,42.285,50.776,11.440,3.766,5.114,15.379,22.418,56.287,57.996,57.208,53.176,55.696,49.905,49.047,50.770,52.039,72.369,51.327,46.459,42.016,80.909,80.879,44.063,46.269,28.316
-14.317,51.662,50.501,54.360,60.083,41.052,33.362,39.364,39.747,42.316,58.893,42.217,49.381,47.981,46.731,66.293,64.600,43.732,39.196,41.968,46.041,48.514,46.514,47.971,49.390,46.815,49.159,48.802,50.500,60.382,62.475,71.254,91.624,88.538,77.394,85.463,55.324,62.960,52.303,50.307,46.509,51.144,51.997,39.225,38.703,39.036,39.575,47.082,47.743,53.207,51.385,52.060,33.735,39.613,8.772,39.866,27.873,55.526,38.011,,51.687,49.651,49.711,53.056,52.027,54.048,,,,,,,,,,91.427,,98.336,74.273,52.612,50.419,48.950,55.528,40.145,49.862,41.877,40.196,38.511,39.952,41.275,39.631,46.591,42.872,53.487,15.676,4.928,6.252,17.816,26.331,54.250,53.798,54.098,51.490,54.278,48.942,46.836,48.651,50.338,72.618,51.497,46.873,42.216,83.512,81.414,44.007,46.673,28.397
-14.300,49.648,50.650,54.517,59.150,37.775,30.919,40.472,42.516,48.236,56.599,45.868,50.107,52.744,50.554,66.573,67.843,44.837,37.458,42.333,43.979,48.025,45.803,49.328,50.701,48.142,49.692,50.346,50.955,60.073,62.260,70.972,89.671,85.432,77.134,83.789,55.344,63.271,53.828,49.638,48.521,50.888,51.611,42.397,41.995,42.171,43.812,51.130,50.396,50.996,55.792,56.861,30.477,37.911,7.429,37.937,24.738,51.925,35.403,,51.819,50.046,50.690,54.693,52.843,54.888,,,,,,,,,,91.328,,96.508,74.431,52.051,49.869,48.764,55.613,44.643,52.655,45.466,44.114,43.637,44.860,44.612,45.681,50.397,45.833,56.651,11.768,3.015,3.893,14.708,20.084,54.293,55.663,56.935,51.594,55.930,50.621,48.716,49.986,51.589,72.696,51.421,46.563,42.016,82.590,80.794,44.066,46.527,28.474
-14.283,51.880,51.042,54.962,60.043,44.542,38.642,43.747,44.884,51.157,47.514,52.294,53.754,54.566,53.310,66.492,68.948,46.966,40.448,43.765,46.388,49.255,45.181,48.631,51.130,47.435,48.774,49.839,50.687,59.420,62.528,70.810,91.066,87.189,77.766,85.075,55.551,63.309,54.564,51.073,48.147,52.152,52.350,45.205,44.566,44.057,46.688,55.145,55.527,55.910,59.534,61.513,32.749,39.742,8.843,40.164,27.671,53.032,37.537,,51.004,49.593,50.185,54.243,52.417,54.750,,,,,,,,,,93.170,,97.546,74.179,53.578,48.226,47.181,56.569,46.639,54.627,48.647,46.826,47.202,47.242,48.683,47.198,52.410,50.040,63.235,13.302,4.145,5.701,15.455,24.488,55.572,54.930,55.986,52.630,55.811,51.269,48.908,50.217,51.410,72.790,51.480,46.467,42.075,83.683,79.666,43.941,46.684,28.204
-14.267,52.764,51.211,55.118,59.804,45.789,39.224,42.429,41.881,60.048,44.397,60.477,60.146,58.232,56.901,65.996,62.082,40.374,34.960,36.494,40.592,43.671,43.575,46.265,47.762,43.658,45.679,46.280,47.343,59.355,61.879,70.429,88.778,85.174,77.199,82.976,56.091,63.385,54.306,49.516,50.596,54.608,52.356,41.842,41.996,41.251,44.298,57.651,58.496,59.390,62.102,62.683,28.960,36.236,5.761,34.976,21.887,49.360,33.403,,47.324,46.633,46.687,49.982,48.273,52.292,,,,,,,,,,90.918,,95.786,73.609,53.510,47.684,45.543,56.656,42.778,51.497,44.312,41.350,41.351,41.678,45.373,42.750,46.687,45.147,64.405,9.586,2.212,2.805,12.946,16.948,52.163,52.746,52.451,49.374,52.359,47.458,47.896,48.967,50.917,72.559,50.856,46.287,42.074,81.593,77.961,43.626,46.163,28.514
-14.250,58.212,51.021,56.210,60.028,50.832,42.104,36.457,34.765,57.258,44.899,56.397,56.386,55.143,53.668,65.575,62.251,39.664,33.986,36.740,40.832,43.736,43.620,47.726,48.663,44.888,45.587,47.582,47.998,59.460,61.628,69.740,88.722,84.857,76.727,83.137,56.377,63.877,53.976,50.145,49.658,50.943,53.381,32.989,32.487,33.171,34.915,54.526,55.707,54.974,58.271,59.352,29.316,37.315,5.908,35.454,22.151,49.278,33.487,,48.840,48.002,48.386,51.328,50.106,54.843,,,,,,,,,,90.618,,95.767,74.013,54.467,46.961,45.311,57.319,33.245,44.665,35.606,33.039,34.379,32.960,34.676,33.560,39.689,35.696,62.463,9.672,2.775,3.677,13.603,18.101,53.517,54.358,56.158,51.438,53.896,49.391,49.009,50.385,51.398,71.905,50.693,46.168,42.079,80.634,80.007,43.845,46.400,28.102
-14.233,58.789,52.209,56.798,60.958,56.173,46.305,39.520,34.977,59.238,43.260,59.629,56.105,57.017,56.427,65.298,61.307,37.836,32.322,34.021,38.357,41.165,43.004,46.540,48.189,44.284,45.644,47.161,47.665,59.741,61.768,69.486,87.295,85.801,77.167,83.166,56.595,63.274,52.745,50.086,48.610,52.996,51.912,33.933,32.867,33.147,37.809,56.270,54.853,52.398,60.593,62.602,27.192,35.889,4.590,33.319,19.625,46.514,31.350,,47.850,47.735,47.473,50.446,49.795,52.578,,,,98.991,,,,,,90.652,,95.795,74.012,54.638,45.171,44.356,57.696,34.985,46.247,38.494,33.682,37.447,36.446,39.271,37.677,43.721,39.903,63.746,7.425,1.594,1.989,11.938,14.306,54.076,53.072,53.167,51.751,53.828,49.593,47.784,50.784,51.210,72.090,50.562,46.523,42.177,80.571,77.011,43.610,46.099,28.295
-14.217,51.977,49.819,54.058,58.954,56.239,44.905,36.296,31.604,63.245,41.008,62.692,55.329,58.283,58.751,66.303,70.635,39.962,34.736,39.854,40.209,44.245,42.575,46.014,48.434,43.191,44.700,45.250,47.164,59.170,62.009,70.426,89.896,86.801,76.766,84.257,52.853,62.649,50.748,46.641,44.377,43.019,47.428,30.294,28.724,28.589,32.750,57.813,56.311,51.739,63.978,66.085,28.508,37.096,5.922,35.928,22.676,48.891,33.296,,47.380,46.501,46.408,50.114,48.935,53.137,,,,99.632,,,,,,90.321,,95.390,74.011,46.919,53.368,50.801,53.382,30.039,42.757,34.875,29.854,32.337,31.772,36.360,32.753,39.330,35.074,66.983,9.443,2.642,3.636,13.375,18.712,53.216,52.527,52.086,50.821,54.563,50.094,46.877,49.111,51.452,72.102,50.701,46.633,42.070,81.120,78.759,43.887,46.494,28.447
-14.200,50.576,49.888,53.741,59.466,58.809,47.416,36.143,31.189,64.408,38.014,65.137,56.073,59.544,59.149,65.764,62.977,36.854,32.011,35.274,38.137,41.867,41.714,45.770,48.954,42.824,43.894,45.127,47.121,59.740,62.378,70.534,89.799,86.679,76.806,83.956,53.917,62.851,51.612,48.493,47.143,49.328,50.054,29.657,28.030,28.423,34.311,59.950,57.481,50.379,65.794,68.477,27.457,36.202,4.412,33.717,20.300,47.105,30.676,,46.981,46.327,46.285,49.998,48.515,53.640,,,,,,,,,,91.719,,97.437,73.723,50.122,52.665,50.270,54.441,30.225,42.616,35.246,30.986,32.614,31.856,37.540,32.299,39.272,34.914,69.879,8.031,1.656,1.991,11.948,14.804,51.693,52.929,51.862,51.088,52.278,48.888,48.493,49.633,51.498,72.375,51.060,46.847,42.189,82.094,78.880,43.797,46.297,28.309
-14.183,56.693,51.483,55.924,59.855,60.766,49.272,37.947,31.182,65.278,35.614,66.983,54.734,65.334,62.339,64.952,59.551,33.275,29.655,32.171,35.898,38.113,41.663,45.767,48.574,43.289,44.401,45.265,47.327,60.296,62.328,71.358,90.965,87.158,78.611,84.561,55.560,64.106,54.378,50.817,48.336,51.498,51.784,29.864,28.375,29.622,34.519,62.385,59.141,49.503,67.734,70.168,24.227,33.489,1.759,30.631,16.673,43.920,27.400,,46.716,45.962,46.166,49.580,49.318,52.615,,,,,,,,,,91.487,,96.084,74.034,53.961,47.999,46.170,57.064,30.553,41.404,35.269,29.951,32.310,30.717,37.299,31.659,38.399,34.993,73.797,5.024,0.194,0.000,9.564,11.445,51.579,51.852,50.953,50.412,53.088,48.019,48.950,49.124,51.398,72.093,51.181,46.161,42.067,81.597,79.521,43.822,46.140,28.298
-14.167,52.774,50.744,54.679,59.678,61.551,50.320,38.289,31.890,66.289,35.736,69.122,55.095,64.114,62.431,65.514,61.146,36.917,31.790,34.402,37.694,40.492,40.976,45.429,46.915,41.653,43.702,44.110,45.959,59.552,62.032,70.364,87.873,86.476,78.284,83.487,54.930,63.625,52.827,49.674,48.379,51.062,51.257,30.110,28.586,28.772,34.545,64.517,59.915,50.400,69.122,72.471,27.307,35.939,4.146,33.517,19.979,46.353,30.255,,46.043,45.337,44.843,48.162,47.732,51.128,,,,99.651,,,,,,92.407,,95.944,73.614,52.744,49.664,48.744,55.696,30.674,42.939,36.213,30.568,33.790,32.201,37.193,33.204,39.783,35.961,73.133,7.576,1.654,2.411,12.232,15.882,50.046,49.617,51.842,49.089,51.474,49.490,47.236,49.211,50.481,72.324,50.962,46.865,41.996,80.408,78.551,43.424,45.964,28.271
-14.150,53.485,50.614,55.524,60.310,65.455,54.312,41.145,33.781,63.101,38.931,67.184,55.197,62.354,61.412,65.575,58.294,35.536,31.895,33.909,38.955,41.940,42.839,48.837,50.713,46.976,47.617,48.991,50.422,59.893,62.630,70.737,89.790,86.606,77.509,83.612,56.287,63.668,53.667,51.259,48.650,52.056,52.194,32.648,31.291,32.392,38.461,61.684,59.477,50.890,65.779,69.911,29.274,36.566,4.617,33.560,20.771,48.405,31.685,,50.188,48.797,49.616,53.197,52.416,55.917,,,,,,,,,,90.345,,97.087,74.048,53.793,46.047,46.455,56.779,34.050,44.588,39.730,34.108,36.913,36.023,42.304,37.265,41.907,39.234,73.909,9.587,2.693,2.586,13.845,15.735,56.368,55.453,54.950,53.216,53.792,52.645,49.614,50.675,51.974,73.156,51.258,47.255,42.438,82.753,80.711,44.222,46.366,28.350
-14.133,57.499,51.794,56.098,60.152,62.729,50.419,36.827,30.135,61.611,37.790,64.227,54.892,63.422,61.356,65.614,62.281,35.331,30.703,34.013,36.281,39.437,44.407,49.772,52.592,48.652,49.138,50.375,51.905,60.327,61.995,71.518,90.031,89.168,77.295,83.563,55.917,63.949,53.936,51.661,49.170,50.621,52.521,29.520,27.704,28.548,33.406,62.049,58.848,52.264,66.222,71.846,25.432,35.152,3.421,32.005,17.683,44.031,28.975,,51.838,51.486,50.517,55.050,53.621,58.050,,,,99.267,,,,,,92.545,,96.013,74.268,54.396,47.723,45.221,57.425,30.574,41.722,35.252,28.405,30.916,30.429,36.675,32.601,37.807,34.040,70.862,5.447,1.160,1.253,10.959,12.084,56.903,57.993,57.089,54.110,55.904,51.819,48.716,50.793,53.358,72.621,50.873,45.987,41.823,81.450,78.242,43.543,45.788,28.430
-14.117,55.461,51.205,55.102,59.901,63.495,51.851,39.205,32.073,59.385,42.339,62.104,55.036,59.989,59.245,65.346,57.714,35.898,31.477,33.573,39.014,41.663,42.475,47.457,50.391,44.959,45.851,47.257,47.738,60.530,63.314,72.312,93.056,90.052,79.118,86.843,55.549,63.999,54.182,51.502,50.159,51.518,51.936,31.446,30.416,30.793,35.646,60.659,58.214,52.937,64.655,68.922,28.561,35.951,4.376,34.117,20.787,48.685,31.092,,48.025,47.755,46.972,51.958,50.008,53.640,,,,,,,,,,92.052,,96.785,74.409,52.182,47.481,45.230,56.998,30.456,43.433,37.069,33.153,33.892,33.930,40.357,35.046,39.953,37.443,70.679,9.971,2.521,3.000,14.090,18.162,53.042,54.325,53.449,51.002,53.174,49.861,47.703,49.896,51.382,72.624,51.250,46.857,42.179,80.919,81.095,44.165,46.205,28.409
-14.100,57.635,52.139,56.206,60.520,62.546,51.357,37.898,30.114,58.824,42.920,61.716,54.884,58.943,57.691,64.668,54.754,31.624,28.677,30.520,36.499,38.665,43.221,47.982,51.012,45.307,47.229,47.708,50.403,61.101,64.639,74.412,97.705,94.571,82.519,90.840,56.155,64.074,54.155,51.717,49.496,50.984,52.485,29.073,27.225,27.976,33.617,58.931,58.809,53.330,64.411,68.652,26.361,34.724,2.809,31.569,18.381,46.917,28.980,,49.755,48.485,47.769,52.683,50.877,54.452,,,,,,,,,,94.372,,,76.371,54.875,45.934,45.187,57.743,29.416,41.549,33.495,30.876,31.207,31.247,36.598,31.274,37.943,33.973,70.984,8.535,1.248,1.399,12.773,13.651,54.547,54.711,53.949,52.147,56.143,48.581,47.060,50.598,51.481,73.561,51.852,47.961,43.339,86.630,85.684,45.110,47.591,29.232
-14.083,60.533,52.998,56.525,60.599,62.725,54.096,42.793,39.228,56.451,45.543,55.650,52.242,56.039,56.097,65.237,63.184,34.076,31.263,34.461,36.636,40.177,42.741,49.626,53.051,47.079,47.842,49.059,50.122,61.213,65.178,73.541,98.489,94.217,81.795,91.690,56.734,64.102,53.694,51.213,49.221,51.817,53.133,37.969,36.255,37.156,42.258,57.008,55.898,53.191,59.397,62.744,27.048,35.318,3.686,32.877,19.992,47.154,30.354,,50.496,49.383,48.692,54.592,52.167,57.496,,,,,,,,,,95.259,,,77.700,54.504,47.123,46.688,58.020,39.255,48.875,43.606,39.186,41.224,40.946,44.904,42.589,47.659,43.580,63.737,9.442,2.426,3.343,14.055,18.766,54.854,55.214,55.601,52.861,54.558,51.166,48.730,50.635,52.206,73.851,52.427,48.043,43.355,88.528,86.814,45.405,47.859,29.571
-14.067,53.769,51.002,55.394,59.761,63.987,53.667,40.450,33.311,57.139,45.213,57.219,52.263,56.215,55.960,65.853,72.530,41.850,37.171,42.692,41.812,45.555,41.697,46.985,50.714,44.335,45.802,46.902,48.046,61.169,64.308,73.365,96.719,93.439,82.090,90.107,55.361,62.967,53.414,49.493,48.853,48.296,50.424,32.621,31.515,31.800,37.574,56.882,54.894,53.111,61.178,63.180,30.639,37.867,7.258,37.891,25.090,50.049,34.449,,47.466,46.264,47.026,50.281,49.202,52.205,,,,,,,,,,94.877,,,76.895,51.064,49.932,48.244,55.900,33.688,44.657,38.684,33.391,37.105,35.746,39.410,37.606,42.223,39.524,65.150,11.548,4.371,5.752,15.754,24.252,51.669,51.799,52.280,49.417,52.677,48.694,46.506,49.497,49.462,73.388,51.976,47.667,43.266,87.714,84.726,45.143,47.209,29.390
-14.050,55.113,50.635,54.648,59.760,63.629,55.428,44.065,38.783,54.037,44.093,55.038,51.265,54.691,54.389,65.331,61.451,35.517,31.975,35.182,37.608,41.087,40.518,44.436,47.005,40.830,41.563,43.320,45.073,61.092,64.011,73.248,95.582,91.309,81.480,89.767,54.793,63.354,52.074,49.612,47.417,50.177,50.862,38.704,36.785,36.638,42.387,55.965,54.290,52.217,60.750,62.481,26.288,34.737,3.697,33.482,19.743,46.604,29.882,,44.402,43.961,44.578,47.967,46.501,50.063,,,,,,,,,,92.545,,,76.589,52.004,49.456,49.398,55.900,40.066,48.889,44.109,39.798,41.723,40.733,45.845,42.234,47.074,44.126,64.272,7.621,1.363,1.412,11.544,14.331,50.352,51.250,50.018,49.616,51.054,48.384,46.497,49.567,50.738,72.998,51.889,47.741,43.012,86.017,86.291,44.897,47.191,29.180
-14.033,51.722,49.932,54.078,58.989,60.890,52.348,43.370,38.495,55.704,43.601,57.817,51.119,56.899,55.707,66.382,68.509,40.242,34.403,39.487,39.068,43.290,41.350,45.278,47.370,41.757,43.164,45.040,46.610,60.923,64.182,73.155,97.780,91.118,82.073,90.417,54.152,62.685,51.153,47.998,47.849,48.229,49.827,38.394,37.303,37.408,42.462,56.377,55.870,50.656,60.058,66.328,27.010,36.589,5.408,34.934,21.274,45.749,31.688,,46.720,46.262,45.637,50.169,48.264,53.030,,,,,,,,,,94.535,,,75.405,50.029,51.142,47.954,54.723,39.184,49.443,44.496,39.949,41.914,41.607,46.204,43.884,47.523,46.037,65.995,7.327,2.179,3.080,12.136,17.092,53.592,52.220,53.219,51.226,54.268,50.373,47.070,48.888,51.863,72.489,51.967,47.720,43.251,86.470,84.267,45.158,47.279,29.303
-14.017,47.981,50.395,53.349,59.590,63.629,55.815,46.784,42.991,56.634,43.495,58.073,52.079,57.700,56.512,66.195,66.922,43.110,37.633,41.714,43.780,47.080,42.041,47.079,48.175,44.420,45.594,47.431,48.199,61.355,64.491,73.366,96.905,91.350,81.766,90.378,54.647,62.516,52.991,47.989,47.753,50.072,50.594,41.848,41.101,41.740,46.681,57.600,57.226,52.623,63.141,66.957,32.238,38.570,8.071,39.002,26.542,52.874,36.245,,48.399,48.517,47.598,51.997,50.148,55.685,,,,,,,,,,94.185,,,77.159,51.683,51.088,49.779,54.958,43.642,52.646,48.533,44.603,46.474,45.449,49.523,46.790,51.071,49.751,68.459,13.824,4.696,6.130,16.900,25.098,54.325,55.976,53.648,51.537,54.336,49.946,47.869,49.691,51.248,72.883,52.170,47.780,43.211,87.652,87.353,45.125,47.475,29.365
